model,params_b,type,arch,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO
bunnycore/Phi-4-RR-Shoup,14.66,🤝 base merges and moerges,LlamaForCausalLM,65.86579165503088,56.10839417299811,49.92447129909365,11.633109619686799,14.93854166666666,49.20951536643025
OpenBuddy/openbuddy-llama3.1-70b-v22.1-131k,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,73.32710541363582,51.94077625159233,39.50151057401813,16.666666666666664,18.23645833333333,47.82432033096927
jpacifico/Chocolatine-2-14B-Instruct-v2.0b2,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,72.40787776433197,49.578491329758265,39.50151057401813,17.785234899328863,19.660416666666666,48.54462174940899
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v3,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,70.48697456083192,49.31202888085861,41.616314199395774,17.561521252796418,19.59375,48.82166075650118
sometimesanotion/Qwen2.5-14B-Vimarckoso-v3-model_stock,14.0,🤝 base merges and moerges,Qwen2ForCausalLM,71.61852772864887,48.76100556664132,42.44712990936556,17.337807606263986,19.230989583333336,47.953605200945624
Quazim0t0/caramel-14B,14.66,🤝 base merges and moerges,LlamaForCausalLM,67.44947849483815,55.75618206414753,47.129909365558916,12.639821029082773,15.071875000000004,49.28339243498819
bunnycore/Phi-4-Model-Stock-v4,14.66,🤝 base merges and moerges,LlamaForCausalLM,71.10145524984819,55.90173559155676,38.29305135951662,15.883668903803136,17.299479166666664,48.82166075650118
Quazim0t0/Wendy-14B,14.66,🤝 base merges and moerges,LlamaForCausalLM,67.72175605172055,56.172047866798856,48.338368580060425,10.96196868008949,14.783593750000003,49.27415780141844
sometimesanotion/Qwenvergence-14B-v12-Prose-DS,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,61.734198593066395,49.86582018521094,43.051359516616316,19.239373601789712,24.78411458333333,48.54462174940899
Quazim0t0/time-14b-stock,14.66,🤝 base merges and moerges,LlamaForCausalLM,66.99235805440674,55.35905866101553,50.83081570996979,11.297539149888143,13.473697916666664,49.09869976359338
sometimesanotion/ChocoTrio-14B-v1,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,70.88912973133507,50.01329228044157,39.72809667673716,18.008948545861294,19.756510416666668,48.55385638297872
Quazim0t0/1up-14b,14.66,🤝 base merges and moerges,LlamaForCausalLM,68.88079185450161,55.83975950522497,41.616314199395774,14.988814317673373,16.625000000000004,48.96018026004729
tensopolis/qwen2.5-14b-tensopolis-v1,14.77,🤝 base merges and moerges,Qwen2ForCausalLM,79.90166092634212,47.96504993841635,52.94561933534743,11.297539149888143,11.283333333333333,43.456338652482266
sometimesanotion/Lamarck-14B-v0.7-rc1,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,73.0548278567534,49.50816072696898,38.51963746223565,18.568232662192393,18.134895833333335,49.06176122931441
v000000/Qwen2.5-Lumen-14B,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,80.63604569209697,48.50786084405761,53.625377643504535,10.402684563758392,10.291145833333337,43.363992316784866
prithivMLmods/Sombrero-Opus-14B-Sm5,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,68.5160928558447,50.59600634041891,40.93655589123867,18.232662192393736,19.511458333333337,48.88630319148937
nbeerbower/llama3.1-kartoffeldes-70B,70.554,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,82.30218043679659,55.593932574971824,32.17522658610272,13.534675615212524,18.742187499999996,44.31515957446809
bunnycore/Phi-4-RStock-v0.1,14.66,🤝 base merges and moerges,LlamaForCausalLM,70.1872143689854,55.976291722373624,39.50151057401813,15.324384787472036,16.728906249999994,48.8955378250591
Quazim0t0/Vine-14b-sce,14.66,🤝 base merges and moerges,LlamaForCausalLM,67.3345611865406,55.32965321791952,50.07552870090635,11.185682326621922,13.436458333333329,48.97864952718677
Quazim0t0/Casa-14b-sce,14.66,🤝 base merges and moerges,LlamaForCausalLM,67.1821877063968,55.32965321791952,49.848942598187314,11.185682326621922,13.436458333333329,48.97864952718677
LightningRodLabs/Flashlight-v1.1,14.66,🔶 fine-tuned on domain-specific datasets,Phi3ForCausalLM,67.20967034136092,55.432811255376855,53.24773413897282,11.968680089485462,8.995052083333334,49.06176122931441
Quazim0t0/Mithril-14B-sce,14.66,🤝 base merges and moerges,LlamaForCausalLM,69.57772044841022,55.92521598371362,38.21752265861027,15.883668903803136,17.36614583333333,48.92324172576833
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v5,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,74.85084021507379,49.50507308185843,43.58006042296073,14.988814317673373,16.846093749999998,46.00509751773049
Sakalti/ultiima-14B-v0.2,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,70.69930007934502,49.51261036714752,39.95468277945619,17.67337807606264,19.185937499999998,48.74778368794326
MaziyarPanahi/calme-2.1-llama3.1-70b,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,84.34298771703524,48.55364600487639,41.012084592145015,10.402684563758392,13.720572916666663,47.58421985815603
prithivMLmods/Primal-Opus-14B-Optimus-v2,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,64.03730989330532,50.1813442955816,42.06948640483384,18.903803131991047,21.14869791666666,49.13563829787233
dwikitheduck/gen-inst-1,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,77.50114141588762,48.31674208220422,45.54380664652568,16.21923937360179,12.26770833333333,45.43255023640663
v000000/Qwen2.5-14B-Gutenberg-1e-Delta,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,80.45120280854799,48.6166718794722,52.64350453172205,10.514541387024611,9.379427083333335,43.668735224586285
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v7,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,67.93906833867472,50.00470562826306,41.012084592145015,17.225950782997764,20.356510416666666,48.6184988179669
Quazim0t0/Loke-14B-sce,14.66,🤝 base merges and moerges,LlamaForCausalLM,68.47863668399846,55.83477772401803,39.04833836858006,15.324384787472036,17.55833333333333,48.90477245862885
Quazim0t0/mosaic-14b-sce,14.66,🤝 base merges and moerges,LlamaForCausalLM,68.75590100932193,55.69112578019082,40.25679758308157,14.988814317673373,16.440624999999994,48.84936465721041
KSU-HW-SEC/Llama3.1-70b-SVA-FT-1000step,70.554,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,72.38039512936786,55.48536459580824,32.09969788519638,19.463087248322143,17.830468749999998,47.242538416075654
unsloth/phi-4,14.66,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,68.8208398161323,55.25314499847013,50.0,11.521252796420578,10.128385416666667,48.646202718676115
pankajmathur/orca_mini_v9_2_70b,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,83.82591523823456,53.03309980255676,29.38066465256798,16.442953020134222,19.207031250000004,42.45899822695035
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v9-stock,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,65.13639365771708,50.620019436503945,41.842900302114806,17.897091722595075,19.711458333333336,49.02482269503546
pankajmathur/orca_mini_phi-4,14.66,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,77.80588837617522,54.63137024552032,29.531722054380666,16.554809843400445,18.254427083333336,47.27947695035461
pankajmathur/orca_mini_v9_2_14B,14.66,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,77.80588837617522,54.63137024552032,29.531722054380666,16.554809843400445,18.254427083333336,47.27947695035461
sometimesanotion/Lamarck-14B-v0.6-model_stock,14.0,🤝 base merges and moerges,Qwen2ForCausalLM,67.89662539838739,46.491326082885486,42.44712990936556,17.897091722595075,22.682031249999994,46.64228723404256
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v6,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,70.4320092909037,49.104366248398456,39.577039274924466,17.00223713646532,18.964322916666664,48.8031914893617
Lunzima/NQLSG-Qwen2.5-14B-OriginalFusion,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,61.419478095896665,50.991749442122575,42.74924471299094,17.4496644295302,23.952864583333326,47.094784278959814
sometimesanotion/Qwenvergence-14B-v0.6-004-model_stock,14.0,🤝 base merges and moerges,Qwen2ForCausalLM,68.59854076073707,46.366653802814,40.93655589123867,17.785234899328863,23.348697916666662,46.58687943262411
Quazim0t0/Oasis-14B-ties,14.66,🤝 base merges and moerges,LlamaForCausalLM,69.36539492989712,55.75379172237363,37.53776435045317,15.324384787472036,16.632812499999996,48.94171099290781
prithivMLmods/Viper-Coder-v1.6-r999,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,44.32860366050967,49.268009957854,56.57099697885196,20.134228187919465,26.20755208333333,47.02090721040189
LightningRodLabs/Flashlight-v1.0,14.66,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,67.4544652632792,55.15022389243257,49.69788519637463,12.304250559284117,9.92838541666667,48.91400709219858
arcee-ai/Virtuoso-Small,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,79.35211904413622,50.399846311899886,40.93655589123867,11.521252796420578,14.438281249999998,46.56841016548463
prithivMLmods/Cygnus-II-14B,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,61.84412913292286,52.14038233919259,43.957703927492446,18.34451901565996,18.105468749999996,48.78472222222222
Quazim0t0/GuiltySpark-14B-ties,14.66,🤝 base merges and moerges,LlamaForCausalLM,68.54357549080883,55.72193711661121,38.368580060422964,15.324384787472036,16.299479166666668,48.88630319148937
ozone-ai/0x-lite,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,77.39874643723098,47.5284725075208,50.453172205438065,9.284116331096204,11.7578125,46.485298463356976
Daemontatox/PathFinderAi3.0,32.764,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,42.70989862453845,55.53835541644173,50.453172205438065,21.140939597315437,20.05260416666666,52.85719562647754
tensopolis/phi-4-tensopolis-v1,14.66,🤝 base merges and moerges,LlamaForCausalLM,67.66679078179232,55.036574654959814,49.39577039274924,11.297539149888143,10.624479166666669,48.71084515366431
prithivMLmods/Viper-Coder-Hybrid-v1.3,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,75.54776880898238,49.614467306055566,45.16616314199396,11.74496644295302,14.873697916666663,45.524896572104026
Quazim0t0/Casa-14b-sce,14.66,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,66.53523761397537,55.3984513931396,46.97885196374622,11.073825503355701,13.310937499999996,49.17257683215129
nvidia/AceInstruct-72B,72.706,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,71.1888899231816,44.20381994540313,62.61329305135952,9.507829977628639,11.875520833333338,43.04078014184397
Sakalti/ultiima-14B-v0.3,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,70.40452665593958,48.445133231959545,39.65256797583081,16.890380313199106,18.727083333333333,48.18447104018913
ehristoforu/fp4-14b-v1-fix,14.66,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,67.41700909143296,54.333779642129876,42.06948640483384,13.870246085011187,16.181770833333328,48.36916371158392
FINGU-AI/Chocolatine-Fusion-14B,8.367,🤝 base merges and moerges,Qwen2ForCausalLM,69.49028577507679,48.600901490542746,38.51963746223565,16.21923937360179,21.985937499999995,47.35335401891253
Quazim0t0/Adamant-14B-sce,14.66,🤝 base merges and moerges,LlamaForCausalLM,68.57604489421402,54.97141906331953,39.87915407854985,13.422818791946312,16.507291666666664,48.5723256501182
Quazim0t0/Phi4Basis-14B-sce,14.66,🤝 base merges and moerges,LlamaForCausalLM,65.01648958097847,55.6651943464438,47.88519637462236,10.514541387024611,14.022656249999997,48.775487588652474
Quazim0t0/bloom-14b-stock,14.66,🤝 base merges and moerges,LlamaForCausalLM,65.75087434673333,55.2730368732428,48.11178247734139,10.850111856823268,13.169791666666669,48.59079491725768
fblgit/TheBeagle-v2beta-32B-MGS,32.764,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,45.030519022859345,58.06602977613295,39.42598187311178,20.134228187919465,24.497656250000002,54.565602836879435
sometimesanotion/Qwen2.5-14B-Vimarckoso-v3-Prose01,14.0,🤝 base merges and moerges,Qwen2ForCausalLM,68.72343160591674,47.70662461639211,39.95468277945619,18.232662192393736,19.55651041666667,47.50110815602837
sometimesanotion/Qwentessential-14B-v1,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,62.79083941719083,50.365974711716206,40.70996978851964,18.34451901565996,20.778124999999996,48.68314125295508
prithivMLmods/Viper-Coder-v1.1,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,44.3236168920686,49.268009957854,54.607250755287005,20.134228187919465,26.20755208333333,47.02090721040189
Quazim0t0/Halo-14B-sce,14.66,🤝 base merges and moerges,LlamaForCausalLM,67.53691316817157,55.27080618595605,42.90030211480362,12.975391498881436,14.242447916666668,48.62773345153664
Cran-May/merge_model_20250308_2,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,59.32370554572978,50.99569841983836,43.80664652567976,18.791946308724835,19.519270833333326,49.10793439716312
prithivMLmods/Calcium-Opus-14B-Elite2,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,61.761681228030525,46.806149932752305,46.903323262839876,15.99552572706935,22.24479166666666,47.78738179669031
SicariusSicariiStuff/Impish_QWEN_14B-1M,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,78.67768631675067,47.22031340500465,39.65256797583081,13.422818791946312,17.516927083333336,44.93388002364066
bunnycore/Phi-4-Stock-Ex,14.66,🤝 base merges and moerges,LlamaForCausalLM,65.74588757829227,55.20355070082317,40.86102719033233,13.422818791946312,17.462239583333332,48.60926418439716
Quazim0t0/Sake-20b,21.475,🤝 base merges and moerges,LlamaForCausalLM,66.92741924759638,53.939346240687655,46.52567975830816,9.172259507829976,15.775781249999996,48.79395685579197
sometimesanotion/Qwenvergence-14B-qv256,14.0,🤝 base merges and moerges,Qwen2ForCausalLM,70.06232352380573,47.07821800122079,38.972809667673715,17.114093959731544,21.07421875,46.42065602836879
tensopolis/virtuoso-small-tensopolis-v2,14.77,🤝 base merges and moerges,Qwen2ForCausalLM,80.20142111818863,50.22972026624839,38.74622356495468,10.514541387024611,14.83828125,46.15285165484633
