model,params_b,type,arch,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO
wanlige/li-14b-v0.4-slerp0.1,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,79.22722819895654,50.88127296750732,53.32326283987915,14.541387024608499,11.750000000000002,47.71350472813239
marcuscedricridia/Cheng-2,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,83.37378156624423,49.97518634878575,54.38066465256798,12.751677852348994,12.016666666666664,44.59219858156028
Daemontatox/Llama3.3-70B-CogniLink,70.554,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,69.31042965996889,52.12466257626164,41.389728096676734,26.062639821029084,21.395572916666662,46.36524822695035
sthenno/tempesthenno-ppo-ckpt40,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,79.23221496739761,50.57317166167434,47.35649546827795,17.00223713646532,14.56380208333333,47.685800827423165
dnhkng/RYS-Llama3.1-Large,81.677,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,84.92001223420525,55.414864048196534,35.04531722054381,16.554809843400445,17.091145833333332,47.205599881796694
tensopolis/virtuoso-small-v2-tensopolis-v1,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,84.19061423689145,50.96603012167689,45.2416918429003,12.863534675615215,16.532552083333332,46.39295212765958
marcuscedricridia/Cheng-2-v1.1,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,82.69934883885867,50.248143037694966,53.92749244712991,12.416107382550338,11.491145833333336,45.29403073286053
fblgit/TheBeagle-v2beta-32B-MGS,32.764,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,51.807426517196596,58.027976201167604,49.47129909365559,17.67337807606264,24.260416666666668,54.61177600472813
tanliboy/lambda-qwen2.5-14b-dpo-test,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,82.31215397367873,48.454439828605324,54.607250755287005,14.988814317673373,12.587239583333336,42.75450650118203
Goekdeniz-Guelmez/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,82.91666112581285,48.05226992969286,54.229607250755286,12.304250559284117,13.15,44.64760638297872
djuna/Q2.5-Veltha-14B,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,82.91666112581285,49.75243239928858,47.88519637462236,14.541387024608499,12.261718749999998,47.759677895981085
arcee-ai/Virtuoso-Small-v2,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,82.73181824226387,50.94799062781783,46.6012084592145,13.758389261744966,14.283333333333331,46.53147163120567
jpacifico/Chocolatine-14B-Instruct-DPO-v1.3,14.66,"💬 chat models (RLHF, DPO, IFT, ...)",Phi3ForCausalLM,70.39953988749849,54.84648579293099,56.19335347432024,12.192393736017896,12.291145833333333,48.60002955082743
sthenno-com/miscii-14b-1028,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,82.36711924360696,49.262667655574724,50.30211480362537,14.205816554809845,12.002864583333329,46.1436170212766
allenai/Llama-3.1-Tulu-3-70B,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,82.91167435737177,45.365568617406275,45.01510574018127,16.442953020134222,23.754166666666666,40.50125591016548
prithivMLmods/Sombrero-Opus-14B-Elite5,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,78.80756393037142,50.17464726204971,53.54984894259819,11.521252796420578,13.216666666666669,46.669991134751776
BenevolenceMessiah/Qwen2.5-72B-2x-Instruct-TIES-v1.0,72.7,🤝 base merges and moerges,Qwen2ForCausalLM,54.73499204333391,61.91149453060484,57.85498489425982,15.659955257270694,12.016666666666671,51.425827423167846
allenai/Llama-3.1-Tulu-3-70B-DPO,70.0,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,82.81925291559727,45.047180919508435,44.93957703927492,16.778523489932887,23.39921875,40.36273640661938
prithivMLmods/Equuleus-Opus-14B-Exp,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,70.0073582538775,48.61670086911542,45.84592145015105,18.232662192393736,21.89583333333333,48.60002955082743
rombodawg/Rombos-LLM-V2.6-Qwen-14b,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,84.31550508207113,49.27851764033085,52.11480362537765,11.185682326621922,12.291145833333337,44.01041666666667
sthenno/tempesthenno-sft-0309-ckpt10,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,77.43620260907724,50.60090254912357,47.205438066465256,16.21923937360179,14.385416666666663,47.307180851063826
sometimesanotion/LamarckInfusion-14B-v2,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,68.11892445378263,50.84149099483824,43.8821752265861,18.34451901565996,22.40755208333333,49.07099586288417
abacusai/Smaug-Qwen2-72B-Instruct,72.706,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,78.25303527972446,56.26617189727526,41.31419939577039,14.876957494407161,15.175781249999998,46.559175531914896
sometimesanotion/LamarckInfusion-14B-v1,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,71.98322672730578,50.34764346772722,41.69184290030212,18.791946308724835,20.903645833333332,48.62773345153664
rombodawg/Rombos-LLM-V2.6-Nemotron-70b,70.554,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,75.26551771521784,55.80557342514651,33.30815709969788,20.805369127516784,18.391406250000003,48.101359338061464
Quazim0t0/Fugazi14b,14.66,🤝 base merges and moerges,LlamaForCausalLM,69.97987561891337,56.092125930693726,46.52567975830816,13.534675615212524,16.419010416666662,49.0802304964539
1024m/QWEN-14B-B100,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,77.62104549262622,49.77664782103219,54.38066465256798,13.422818791946312,9.883333333333335,46.429890661938536
Sakalti/Saka-14B,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,71.74341857382856,49.72322791125956,40.93655589123867,19.463087248322143,20.740885416666668,48.84013002364066
sthenno/tempesthenno-sft-0314-stage1-ckpt50,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,73.93659933421101,51.25931343801958,46.82779456193353,16.442953020134222,15.058072916666665,47.796616430260045
prithivMLmods/Sombrero-Opus-14B-Elite6,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,72.26049105262925,49.59519138828582,40.78549848942598,19.12751677852349,20.740885416666668,48.775487588652474
Tsunami-th/Tsunami-1.0-14B-Instruct,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,78.29049145157072,49.150255113097735,45.84592145015105,14.205816554809845,16.342187499999998,47.205599881796694
Quazim0t0/Rune-14b,14.66,🤝 base merges and moerges,LlamaForCausalLM,70.15973173402128,56.053987787163095,45.84592145015105,13.534675615212524,16.29348958333333,49.01558806146573
sthenno/tempesthenno-kto-0205-ckpt80,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,80.54362425032248,50.64379713470144,45.9214501510574,13.087248322147648,12.928385416666666,47.62115839243499
anthracite-org/magnum-v2-72b,72.706,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,75.60273407891063,57.85470432085098,35.422960725075534,18.120805369127517,14.181770833333331,49.51425827423168
prithivMLmods/Porpoise-Opus-14B-Exp,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,70.98155117310957,49.94661296400096,40.40785498489426,19.12751677852349,21.303645833333334,48.84936465721041
prithivMLmods/Dinobot-Opus-14B-Exp,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,82.39958864701215,48.19594986631396,53.17220543806647,9.955257270693513,12.65390625,44.213578605200944
huihui-ai/Qwen2.5-14B-Instruct-abliterated-v2,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,83.27637335602867,47.40618824926219,53.02114803625378,11.185682326621922,11.579427083333334,44.019651300236404
Quazim0t0/SuperNova14b,14.66,🤝 base merges and moerges,LlamaForCausalLM,70.7642388861554,56.0926914908668,43.957703927492446,13.646532438478745,16.31510416666666,49.27415780141844
prithivMLmods/Messier-Opus-14B-Elite7,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,71.13392465325336,49.704671266379385,40.70996978851964,18.791946308724835,20.703645833333333,48.93247635933806
Quazim0t0/Lineage-14B,14.66,🤝 base merges and moerges,LlamaForCausalLM,70.7042868477861,56.02223040682762,42.44712990936556,14.65324384787472,17.032812499999995,49.006353427895974
prithivMLmods/Pegasus-Opus-14B-Exp,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,69.81752860188743,50.306948870287734,40.86102719033233,19.35123042505593,20.378125,49.02482269503546
djuna/Q2.5-Veltha-14B-0.5,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,77.95826185631901,50.318125985703354,43.73111782477341,15.771812080536915,14.171614583333332,47.722739361702125
braindao/Qwen2.5-14B-Instruct,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,81.42539572778006,48.573089527387644,55.2870090634441,10.514541387024611,10.616666666666669,43.216238179669034
sometimesanotion/LamarckInfusion-14B-v2-lo,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,67.87911630030541,50.25299157009956,42.37160120845921,18.120805369127517,22.02135416666667,48.85859929078014
sometimesanotion/LamarckInfusion-14B-v3,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,71.31378076836128,50.091807278816894,41.23867069486405,18.232662192393736,19.652604166666666,48.96941489361702
huihui-ai/QwQ-32B-Coder-Fusion-9010,32.764,🤝 base merges and moerges,Qwen2ForCausalLM,57.78246164620983,53.02341820461157,53.17220543806647,14.876957494407161,19.52473958333333,51.1118498817967
Qwen/Qwen2.5-14B-Instruct-1M,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,84.1356489669632,45.658280600233155,53.02114803625378,12.416107382550338,11.350000000000003,42.77297576832151
notbdq/Qwen2.5-14B-Instruct-1M-GRPO-Reasoning,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,84.1356489669632,45.658280600233155,53.02114803625378,12.416107382550338,11.350000000000003,42.77297576832151
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.8,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,70.27963581075988,50.74642495052259,42.37160120845921,16.778523489932887,21.06640625,48.03671690307329
Xiaojian9992024/Qwen2.5-THREADRIPPER-Medium-Censored,14.77,🤝 base merges and moerges,Qwen2ForCausalLM,81.12064876749247,49.11232867574543,53.398791540785496,11.297539149888143,10.683333333333335,43.65026595744681
Quazim0t0/MFGRIMM-14B,14.66,🤝 base merges and moerges,LlamaForCausalLM,68.94074389287091,55.52294469432744,50.60422960725075,11.185682326621922,13.783593750000001,49.07099586288417
sometimesanotion/LamarckInfusion-14B-v2-hi,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,68.5485622592499,50.65842470890095,42.296072507552864,18.456375838926174,20.156510416666666,48.94171099290781
sometimesanotion/Qwenvergence-14B-v10,14.766,🤝 base merges and moerges,Qwen2ForCausalLM,67.56938257157675,46.74625368312197,47.88519637462236,17.225950782997764,22.325260416666662,47.10401891252955
RDson/WomboCombo-R1-Coder-14B-Preview,14.77,🤝 base merges and moerges,Qwen2ForCausalLM,62.8557782240012,48.154142488726684,59.89425981873112,9.507829977628639,22.014843749999997,46.30984042553191
allenai/Llama-3.1-Tulu-3-70B,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,83.79344583482937,45.25948099520497,38.29305135951662,16.442953020134222,24.316927083333336,40.6213061465721
Quazim0t0/MFDOOM-14B,14.66,🤝 base merges and moerges,LlamaForCausalLM,67.36204382150471,55.53057914384544,52.64350453172205,9.731543624161072,14.207031250000005,49.17257683215129
jpacifico/Chocolatine-2-14B-Instruct-v2.0b3,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,73.22969720342026,49.56651063787595,41.08761329305136,17.225950782997764,19.29765625,48.19370567375886
Quazim0t0/Nova-14b-sce,14.66,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,70.2196837723906,56.034331914713114,41.616314199395774,15.100671140939594,16.4328125,49.03405732860521
Quazim0t0/Geedorah-14B,14.66,🤝 base merges and moerges,LlamaForCausalLM,68.72841837435782,56.46229284952974,44.48640483383686,12.975391498881436,16.567968749999995,49.1264036643026
Quazim0t0/Alice-14B,14.66,🤝 base merges and moerges,LlamaForCausalLM,68.36371937570092,56.00650513096938,45.69486404833837,13.534675615212524,15.42682291666666,49.09869976359338
Quazim0t0/NovaScotia-14b-stock,14.66,🤝 base merges and moerges,LlamaForCausalLM,67.87412953186434,56.02714781885254,46.299093655589125,13.19910514541387,15.70130208333333,48.9878841607565
Quazim0t0/Rosemary-14b,14.66,🤝 base merges and moerges,LlamaForCausalLM,69.15306941138402,56.38346045501811,43.8821752265861,14.205816554809845,15.552343749999997,48.84936465721041
Quazim0t0/ODB-14b-sce,14.66,🤝 base merges and moerges,LlamaForCausalLM,70.15973173402128,56.192610781815496,41.1631419939577,14.988814317673373,16.49947916666667,49.01558806146573
bunnycore/Phi-4-Sce-exp-v0.1,14.66,🤝 base merges and moerges,LlamaForCausalLM,65.9532263283643,56.074961973018425,50.30211480362537,11.409395973154364,15.10911458333333,49.14487293144209
jpacifico/Chocolatine-2-14B-Instruct-v2.0.3,14.766,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,70.37205725253439,50.631344939951724,42.06948640483384,17.225950782997764,19.06822916666667,48.60002955082743
nbeerbower/Qwen2.5-Gutenberg-Doppel-14B,14.77,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,80.90832324897937,48.23890863039215,54.15407854984894,11.073825503355701,10.024479166666667,43.567154255319146
Qwen/Qwen2.5-14B-Instruct,14.77,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,81.57776920792386,48.36070661282705,54.7583081570997,9.61968680089485,10.157812500000004,43.382461583924346
Quazim0t0/Ponder-14B-linear,14.66,🤝 base merges and moerges,LlamaForCausalLM,69.06064796960952,56.21485209781756,42.82477341389728,14.429530201342287,16.336718750000003,48.97864952718677
Baptiste-HUVELLE-10/LeTriomphant2.2_ECE_iLAB,72.706,🤝 base merges and moerges,Qwen2ForCausalLM,50.76330802271307,61.61232489960707,44.48640483383686,19.910514541387023,17.15234375,53.90070921985816
