model,params_b,type,arch,IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K
Qwen/Qwen1.5-14B-Chat,14.167,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,47.68082022367319,32.75647930053065,15.256797583081571,2.684563758389265,13.930729166666667,29.08724881796691,58.78839590443686,82.33419637522405,68.51540963742676,60.38018424004776,73.32280978689818,30.856709628506447
Qwen/Qwen1.5-32B,32.512,🟢 pretrained,Qwen2ForCausalLM,32.97295620065869,38.980351633108974,30.28700906344411,10.626398210290828,12.040625000000004,38.88519503546098,63.56655290102389,85.00298745269866,74.29961283965316,57.39444338569582,81.45224940805052,61.10689916603488
Qwen/Qwen1.5-32B-Chat,32.512,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,55.32199009738605,44.55485402391639,19.561933534743204,7.494407158836691,10.197395833333337,38.41422872340425,66.04095563139933,85.49093806014739,74.99313230796709,66.94777411427349,77.1902131018153,7.050796057619409
Qwen/Qwen1.5-4B,3.95,🟢 pretrained,Qwen2ForCausalLM,24.447466056729475,16.249142581095292,5.287009063444108,3.5794183445190177,4.8226562500000005,16.22340425531915,48.4641638225256,71.57936666002789,56.523519639933376,47.27318979180884,66.21941594317285,52.23654283548142
Qwen/Qwen1.5-4B-Chat,3.95,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,31.566576683200577,16.29707852890831,2.794561933534743,2.2371364653243813,7.355989583333333,15.512337470449172,43.25938566552901,69.7271459868552,55.55462512266324,44.79029862950014,64.95659037095501,2.4260803639120545
Qwen/Qwen1.5-7B,7.721,🟢 pretrained,Qwen2ForCausalLM,26.842998798742894,23.075768754340448,9.290030211480364,6.487695749440718,9.158333333333331,21.293218085106385,54.18088737201365,78.5102569209321,61.9700216814056,51.08227702127015,71.27071823204419,53.5253980288097
Qwen/Qwen1.5-7B-Chat,7.721,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2ForCausalLM,43.71157417873464,22.379129599952787,6.268882175226587,7.046979865771815,4.63828125,21.681072695035464,55.88737201365189,78.56004779924318,61.64766854906246,53.543258223543056,67.71902131018153,13.570887035633056
Qwen/Qwen1.5-MoE-A2.7B,14.316,🟢 pretrained,Qwen2MoeForCausalLM,26.59820387682461,18.837858500547185,9.290030211480364,1.230425055928408,7.967968750000003,19.751034278959807,54.86348122866895,79.38657637920733,62.54071682523817,50.09324767769737,72.29676400947119,16.982562547384383
Qwen/Qwen1.5-MoE-A2.7B-Chat,14.316,"💬 chat models (RLHF, DPO, IFT, ...)",Qwen2MoeForCausalLM,37.95385133667558,20.041818895540956,6.3444108761329305,3.243847874720355,6.334375000000001,21.3670951536643,53.66894197952219,80.5417247560247,60.970670017639726,50.56172788604174,69.37647987371744,28.203184230477635
Qwen/Qwen2-0.5B,0.494,🟢 pretrained,Qwen2ForCausalLM,18.73218615495773,7.918512040903256,2.643504531722054,1.45413870246085,4.601041666666668,7.99534574468085,31.91126279863481,48.73531169089823,45.17037929235293,39.77225754846854,55.80110497237569,35.70887035633055
Qwen/Qwen2-1.5B,1.544,🟢 pretrained,Qwen2ForCausalLM,21.132705665412217,11.781833653483533,7.02416918429003,1.9015659955257265,3.5932291666666667,17.239213947990542,44.28327645051194,66.66998605855407,57.25919892204937,45.91892724530115,64.87766377269139,55.799848369977255
Qwen/Qwen2-72B,72.706,🟢 pretrained,Qwen2ForCausalLM,38.23610243044012,51.85613118695519,31.1178247734139,19.239373601789712,19.728906250000005,52.56168735224587,68.77133105802048,87.27345150368453,83.79060762911848,54.73731276983239,84.45146014206787,85.29188779378318
Qwen/Qwen2-7B,7.616,🟢 pretrained,Qwen2ForCausalLM,31.48667757106699,34.711136202753416,20.39274924471299,7.270693512304249,14.322916666666666,35.366799645390074,59.72696245733788,79.82473610834495,70.4515868286805,53.13719780882018,74.34885556432518,72.93404094010614
SanjiWatsuki/Kunoichi-DPO-v2-7B,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,54.31034100630771,20.903472484123803,7.628398791540786,6.152125279642054,11.087500000000004,23.407949172576835,69.36860068259386,87.4228241386178,64.82732307157633,66.00088520452543,80.74191002367797,66.03487490523123
Sao10K/Fimbulvetr-11B-v2,10.732,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,51.00056738343152,22.65512081005865,6.797583081570997,5.592841163310966,14.920572916666666,25.56885342789598,70.13651877133105,87.77136028679547,66.68485642797853,63.41862515052982,82.71507498026835,63.68460955269143
SeaLLMs/SeaLLM-7B-v2,7.376,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,36.71236762900216,27.43815940157093,8.534743202416918,3.803131991051453,9.36979166666667,23.140144799054376,62.03071672354948,82.32423819956183,61.89084724067014,51.10807878391984,79.08445146014206,68.99166034874905
SeaLLMs/SeaLLM-7B-v2.5,8.538,🔶 fine-tuned on domain-specific datasets,GemmaForCausalLM,45.21536190640833,28.73815393010281,10.876132930513595,3.467561521252797,11.60703125,24.479166666666664,63.48122866894198,81.53754232224657,64.92935722922664,53.77824746433616,76.32202052091554,74.37452615617892
TIGER-Lab/MAmmoTH2-7B-Plus,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,55.74664113441224,18.92595322755573,18.580060422960727,4.026845637583895,10.1109375,22.410608747044915,63.56655290102389,80.1135232025493,63.28148020364438,54.52886371178691,73.8752959747435,71.1144806671721
Telugu-LLM-Labs/Indic-gemma-7b-finetuned-sft-Navarasa-2.0,8.538,🔶 fine-tuned on domain-specific datasets,GemmaForCausalLM,32.36844904852458,16.263180963543576,2.56797583081571,2.684563758389265,9.140364583333332,15.004432624113472,54.60750853242321,74.34773949412468,54.148983710027046,49.58878799755325,69.61325966850829,32.14556482183472
TencentARC/LLaMA-Pro-8B,8.357,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,22.77135777514772,9.2939499758607,1.8882175226586104,1.342281879194629,8.593229166666669,9.011155437352246,53.7542662116041,77.91276638119896,47.49331993287192,38.859489598867015,74.19100236779795,17.81652767247915
TencentARC/LLaMA-Pro-8B-Instruct,8.357,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,44.86063644463357,19.485726056875954,2.492447129909366,3.243847874720355,11.1109375,10.507166075650115,52.986348122866886,76.97669786895041,52.577029472650906,49.42677553605432,72.21783741120757,44.200151630022745
TencentARC/Mistral_Pro_8B_v0.1,8.987,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,21.145227995053123,22.89418875876804,5.664652567975831,4.026845637583895,11.828645833333336,19.61251477541371,62.20136518771331,82.12507468631746,61.74163205184785,49.32206521282016,76.79558011049724,34.19257012888552
TinyLlama/TinyLlama-1.1B-Chat-v0.6,1.1,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,15.742119797692348,3.390370709512531,1.5861027190332326,1.1185682326621946,2.2773437500000004,1.6511524822695034,31.65529010238908,55.785700059749054,25.98326379797648,34.71656737766869,59.35280189423836,2.122820318423048
TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,1.1,🟢 pretrained,LlamaForCausalLM,22.76637100670665,3.547093389508079,1.2084592145015105,0.3355704697986553,2.187239583333333,1.337174940898345,33.87372013651877,60.30671181039634,26.04163877765532,37.32177557725045,59.51065509076558,1.4404852160727823
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,8.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,74.45367181301171,28.0492424520597,6.646525679758309,7.829977628635347,11.2796875,31.746823286052013,73.72013651877133,89.41445927106155,68.06693959226845,66.24826458272767,80.03157063930544,64.97346474601972
VAGOsolutions/SauerkrautLM-7b-LaserChat,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,59.87823419637673,22.99208011647468,7.779456193353475,6.711409395973152,9.916927083333333,25.60579196217494,67.57679180887372,83.57896833300138,64.93083832612363,56.08405966931661,80.89976322020522,68.84003032600455
VAGOsolutions/SauerkrautLM-Gemma-2b,2.506,🔶 fine-tuned on domain-specific datasets,GemmaForCausalLM,24.75221301701707,9.133870459903902,2.794561933534743,0.8948545861297527,3.514583333333334,5.206486406619384,48.72013651877133,71.41007767377016,42.90010296269322,35.77128173787486,67.95580110497238,26.76269901440485
VAGOsolutions/SauerkrautLM-Gemma-7b,8.538,🔶 fine-tuned on domain-specific datasets,GemmaForCausalLM,34.06705319662939,18.492651800030927,6.722054380664652,4.809843400447425,2.9283854166666674,21.79188829787234,59.98293515358362,81.90599482174865,63.76125836574664,60.99520086028254,76.63772691397,63.68460955269143
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,46.703,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,56.01891869129465,33.94516253986293,9.818731117824774,6.375838926174497,11.31875,29.44739952718675,70.56313993174061,87.7414857598088,71.07702027735334,65.71841488837453,81.45224940805052,59.81804397270659
VAGOsolutions/SauerkrautLM-SOLAR-Instruct,10.732,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,49.17208562170596,31.838919738784018,6.3444108761329305,7.38255033557047,8.334374999999996,24.257535460992905,70.81911262798634,88.62776339374626,66.19741039953013,71.94604048636172,83.5043409629045,64.13949962092495
ValiantLabs/Llama3-70B-Fireplace,70.554,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,77.73596280092377,49.55653001638277,21.45015105740181,13.982102908277405,16.7734375,43.25317671394799,70.64846416382252,85.00298745269866,78.97016507376225,59.76722030338449,82.4782951854775,83.62395754359363
Weyaxi/Bagel-Hermes-2x34B,60.814,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,54.31532777474878,27.409031445428763,6.042296072507553,10.402684563758392,15.625000000000002,39.873300827423165,69.7952218430034,85.26190001991635,77.24108209767635,64.82085164957935,84.76716653512234,68.68840030326004
Weyaxi/Einstein-v4-7B,7.242,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,47.08129983998015,14.30445141720726,1.8882175226586104,4.250559284116329,19.02083333333333,13.98862293144208,64.67576791808874,83.74825731925911,62.30727124033313,55.14788751482042,76.24309392265194,57.619408642911296
Weyaxi/Einstein-v6.1-Llama3-8B,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,45.68245588372186,29.38377348658535,6.797583081570997,4.250559284116329,11.22682291666667,23.675753546099287,62.45733788395904,82.41386178052181,66.18688535137977,55.10255717182386,79.32123125493291,66.11068991660348
abacusai/Liberated-Qwen1.5-14B,14.0,🔶 fine-tuned on domain-specific datasets,Qwen2ForCausalLM,36.310212458499,28.020905999685464,16.012084592145015,4.4742729306487705,10.316927083333333,27.914450354609933,57.93515358361775,80.56164110734913,68.81279626525311,52.37319696570074,74.58563535911603,65.88324488248674
abacusai/Smaug-34B-v0.1,34.389,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,50.15625207782018,34.261660667279955,7.175226586102719,10.626398210290828,8.134375000000004,39.36539598108747,74.23208191126281,86.75562636924916,76.66476969478123,70.22329988948236,83.66219415943172,72.17589082638362
abacusai/Smaug-72B-v0.1,72.289,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,51.67001334237601,43.12510043134919,19.108761329305132,9.843400447427292,14.415364583333334,40.26115543735224,76.02389078498294,89.26508663612826,77.15452603998116,76.66613083747419,85.0828729281768,78.69598180439728
abacusai/Smaug-Mixtral-v0.1,46.703,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,55.54428915278129,31.919260543426763,9.516616314199396,6.823266219239373,12.993229166666673,26.13216607565012,74.9146757679181,87.7912766381199,70.08196114178702,66.87855496828143,81.68902920284135,72.47915087187263
abhishek/autotrain-llama3-70b-orpo-v2,70.554,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,54.06055931594835,39.88219882979646,21.07250755287009,5.8165548098434,9.950000000000005,42.4220596926714,70.90443686006826,86.0884285998805,80.06800948229515,62.8181612199774,84.92501973164957,84.23047763457164
abhishek/autotrain-llama3-orpo-v2,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,43.71656094717572,4.380133995067516,4.682779456193353,2.2371364653243813,5.104947916666667,13.536125886524822,62.116040955631405,79.50607448715395,67.13729787355672,52.20046543193273,76.00631412786109,66.03487490523123
adamo1139/Yi-34B-200K-AEZAKMI-v2,34.389,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,45.55257827010111,35.2764249557812,5.664652567975831,10.96196868008949,6.475520833333334,39.03294917257684,67.91808873720136,85.61043616809401,75.2178149833045,56.74054536094884,81.61010260457773,58.90826383623957
ai4bharat/Airavata,6.87,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,5.585402288150995,11.57402914482553,1.812688821752266,3.243847874720355,4.036458333333333,7.053413120567376,46.50170648464164,69.25911173073092,43.90176327883992,40.61889988501365,68.82399368587214,4.01819560272934
allenai/OLMo-1.7-7B-hf,0.0,❓ other,Unknown,15.68970332052288,2.7703163925041445,0.2265861027190332,0.6711409395973182,2.0695312500000003,1.374113475177304,49.40273037542662,78.6795459071898,53.5174830111393,35.893859352657294,72.45461720599842,26.990144048521607
allenai/OLMo-1B-hf,1.177,🟢 pretrained,OlmoForCausalLM,21.819660722438684,3.1965463124303173,1.7371601208459215,1.5659955257270708,9.555989583333334,1.9281914893617007,34.72696245733788,63.6427006572396,26.234231797093017,32.94531300018437,61.24704025256512,1.8953752843062923
allenai/OLMo-7B-hf,6.888,🟢 pretrained,OlmoForCausalLM,27.19273749207658,5.761987041080832,1.2084592145015105,3.0201342281879207,2.0833333333333326,1.9189568557919612,45.64846416382253,77.30531766580363,28.1322718394009,35.926482582056515,69.37647987371744,3.790750568612585
anakin87/gemma-2b-orpo,2.506,"💬 chat models (RLHF, DPO, IFT, ...)",GemmaForCausalLM,24.779695651981186,7.94944502776896,1.8882175226586104,1.5659955257270708,4.128385416666667,3.3964982269503543,49.14675767918089,73.7203744274049,38.52280609622225,44.53468253241183,64.32517758484609,13.874147081122064
argilla/notus-7b-v1,7.242,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,50.820711268323606,22.74711196116141,3.1722054380664653,5.257270693512303,6.58541666666667,22.26285460992908,64.59044368600682,84.78390758812986,63.03308230938871,54.36768358952805,79.40015785319653,15.16300227445034
argilla/notux-8x7b-v1,46.703,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,54.22290633297429,34.75806168290175,9.969788519637463,7.829977628635347,10.532552083333334,29.558215130023648,70.64846416382252,87.72156940848437,71.38894203721195,66.20853259521382,80.74191002367797,61.10689916603488
awnr/Mistral-7B-v0.1-signtensors-1-over-2,7.242,🟢 pretrained,MistralForCausalLM,21.792178087474564,22.40015255970937,3.3987915407854987,7.606263982102905,8.80885416666667,22.21668144208038,60.32423208191127,83.12089225253933,64.1108943634331,41.9395930506479,77.42699289660617,35.93631539044731
beowolx/CodeNinja-1.0-OpenChat-7B,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,54.467701254892575,21.713423267203808,6.722054380664652,5.92841163310962,11.540364583333336,22.392139479905435,63.48122866894198,83.64867556263692,63.77257059005235,47.16102407729485,79.7947908445146,66.565579984837
berkeley-nest/Starling-LM-7B-alpha,7.242,"💬 chat models (RLHF, DPO, IFT, ...)",MistralForCausalLM,54.80491761858535,21.95402808715926,8.38368580060423,6.263982102908276,9.501302083333334,24.128250591016545,63.651877133105806,84.87353116908982,64.70438661462165,46.32285287441339,80.42620363062352,62.3199393479909
bigcode/starcoder2-15b,15.958,🟢 pretrained,Starcoder2ForCausalLM,27.802231412651764,20.373540752678547,5.966767371601208,3.1319910514541416,2.9283854166666674,15.032136524822691,47.35494880546075,64.09081856203943,51.34583865906561,37.8734193251474,63.85161799526441,52.23654283548142
bigcode/starcoder2-7b,7.174,🟢 pretrained,Starcoder2ForCausalLM,22.09193827932109,11.395110106503443,3.096676737160121,0.2237136465324418,5.8166666666666655,7.1365248226950335,38.31058020477816,51.91196972714599,41.21331864479665,41.99349765667209,59.194948697711126,25.094768764215317
bigscience/bloom-1b1,1.065,🟢 pretrained,BloomForCausalLM,13.733781920858878,4.042705269260129,0.5287009063444109,1.230425055928408,3.416666666666666,1.198655437352245,28.327645051194537,42.780322644891456,26.70214825620786,41.797167037137655,55.011838989739545,0.2274450341167551
bigscience/bloom-1b7,1.722,🟢 pretrained,BloomForCausalLM,10.438968603305897,4.39745292760164,0.5287009063444109,1.1185682326621946,6.838281250000001,0.958554964539006,30.631399317406142,47.600079665405296,27.47846514752041,41.309062711992766,56.03788476716653,0.8339651250947688
bigscience/bloom-560m,0.559,🟢 pretrained,BloomForCausalLM,6.202431769926019,2.885363608028119,0.3776435045317221,1.5659955257270708,8.185416666666667,1.8266105200945613,24.744027303754265,37.1539533957379,24.21541212062042,42.44428174437843,51.93370165745856,0.3032600454890068
bigscience/bloom-7b1,7.069,🟢 pretrained,BloomForCausalLM,13.221696210499251,4.038808518979752,0.5287009063444109,1.9015659955257265,1.920572916666666,1.1617169030732852,41.12627986348123,61.99960167297351,26.246222375725694,38.89784219035787,65.4301499605367,1.3646702047005308
cloudyu/Mixtral_11Bx2_MoE_19B,19.188,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,38.50837998732253,32.78564048528819,6.722054380664652,5.369127516778524,13.377604166666664,25.67966903073286,71.160409556314,88.46843258315077,66.30837852889432,71.99912316059361,83.26756116811366,65.27672479150873
cloudyu/Mixtral_34Bx2_MoE_60B,60.814,🤝 base merges and moerges,MixtralForCausalLM,45.37770892343427,41.20912905359096,7.7039274924471295,11.74496644295302,17.78177083333333,41.84951241134751,71.33105802047781,85.25194184425413,77.34083385400412,66.5863089846915,84.84609313338595,74.60197119029569
cloudyu/Mixtral_7Bx2_MoE,12.879,🔶 fine-tuned on domain-specific datasets,MixtralForCausalLM,44.80068440626427,32.2766407313606,6.873111782477341,7.38255033557047,14.64479166666666,22.706117021276597,71.24573378839591,87.45269866560446,64.98316784729671,67.23305286969268,81.21546961325967,68.46095526914328
cloudyu/Yi-34Bx2-MoE-60B-DPO,60.814,"💬 chat models (RLHF, DPO, IFT, ...)",MixtralForCausalLM,53.1887613753729,31.259298004231464,7.02416918429003,9.61968680089485,14.316927083333333,40.8521719858156,71.24573378839591,85.10256920932086,77.35836583718803,66.24336903360023,84.76716653512234,73.91963608794542
cognitivecomputations/dolphin-2.9-llama3-8b,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,38.503393218881456,27.858929260905125,5.740181268882175,4.921700223713646,13.791406250000003,19.67715721040189,58.95904436860068,80.4919338777136,61.03678038351008,55.86517089760177,74.5067087608524,64.6702047005307
cognitivecomputations/dolphin-2.9.1-yi-1.5-34b,34.389,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,38.52588908540451,44.17408874277273,18.65558912386707,12.416107382550338,16.97395833333334,39.09759160756501,69.36860068259386,85.53077076279627,77.52303405803303,62.336628838276994,82.55722178374111,73.0098559514784
cognitivecomputations/dolphin-2.9.1-yi-1.5-9b,8.829,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,44.653297694561545,35.7760897255686,15.181268882175228,11.74496644295302,13.516927083333336,32.96579491725768,65.69965870307168,80.9699263095001,70.80758506037556,53.76110743407166,77.50591949486977,64.74601971190296
databricks/dbrx-base,0.0,❓ other,Unknown,8.214723926380369,32.60853758169935,10.0,10.22222222222222,9.333333333333334,27.77777777777777,66.04095563139933,88.99621589324835,74.69631070654663,55.06968114125934,78.05840568271508,68.53677028051554
databricks/dbrx-instruct,131.597,"💬 chat models (RLHF, DPO, IFT, ...)",DbrxForCausalLM,54.15796752616392,35.96381960359357,6.873111782477341,12.192393736017896,12.19921875,29.807550236406616,67.83276450511946,88.84684325831508,73.71692500000478,67.01581542845837,82.08366219415943,67.32373009855952
databricks/dolly-v2-7b,7.0,🔶 fine-tuned on domain-specific datasets,GPTNeoXForCausalLM,20.098560707810837,5.449892512817211,1.4350453172205435,2.460850111856823,2.779427083333333,1.6603871158392434,44.53924914675768,69.63752240589524,25.183937022975865,34.88307215327646,60.063141278610885,1.1372251705837757
davidkim205/Rhea-72b-v0.5,72.0,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,1.4538092261865183,3.6707473002836015,17.371601208459214,0.3355704697986553,11.316927083333333,1.8450797872340408,79.77815699658703,91.1471818362876,77.95247822278264,74.50090367696568,87.84530386740332,76.11827141774071
deepseek-ai/deepseek-llm-67b-chat,67.0,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,55.87153197959192,33.22524192534525,9.290030211480364,8.83668903803132,23.93307291666666,32.70722517730496,67.74744027303754,86.81537542322246,72.41916167903139,55.85391071400314,84.21468034727704,63.68460955269143
deepseek-ai/deepseek-llm-7b-chat,7.0,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,41.70822307034224,11.258949371501748,2.0392749244712998,2.1252796420581683,19.21302083333333,12.594193262411348,55.80204778156996,79.3766182035451,51.74656618684998,47.98435880034662,74.82241515390686,46.55041698256255
deepseek-ai/deepseek-moe-16b-base,16.376,🟢 pretrained,DeepseekForCausalLM,24.49744455821664,8.355555779389382,2.416918429003021,0.5592841163310973,3.355989583333334,5.612810283687943,53.24232081911264,79.77494523003385,46.306113561052754,36.079303352335614,73.71744277821625,17.28582259287339
dfurman/Llama-3-70B-Orpo-v0.1,70.554,"💬 chat models (RLHF, DPO, IFT, ...)",LlamaForCausalLM,20.490742341431847,24.09381654636037,15.78549848942598,1.0067114093959737,16.2796875,32.14391252955083,68.68600682593856,88.01035650268871,79.39372632595835,49.62284976273104,85.47750591949487,76.80060652009098
dfurman/Llama-3-8B-Orpo-v0.1,8.03,"💬 chat models (RLHF, DPO, IFT, ...)",?,28.351773294857644,13.68074574746978,5.211480362537765,1.45413870246085,2.24609375,14.42265070921986,60.665529010238906,82.56323441545509,66.59206877430117,50.46940745788008,79.00552486187846,48.74905231235785
dreamgen/WizardLM-2-7B,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,45.82984259542458,9.213113542615597,3.3232628398791544,4.921700223713646,7.528385416666667,18.44895094562648,63.225255972696246,83.40967934674369,61.7495141524373,57.01387287569661,73.48066298342542,43.59363153904473
euclaise/ReMask-3B,2.795,🔶 fine-tuned on domain-specific datasets,StableLmForCausalLM,24.192697597929048,8.742082990875964,1.9637462235649543,2.2371364653243813,2.6617187500000004,3.969045508274229,43.77133105802048,75.70205138418642,41.8206680154999,42.12614658687614,66.37726913970008,27.141774071266116
facebook/opt-30b,30.0,🟢 pretrained,OPTForCausalLM,24.52991396162183,3.4984293851759607,1.0574018126888218,2.572706935123044,4.185416666666667,1.8173758865248215,43.25938566552901,74.06891057558256,26.658730035291097,35.16382628474761,70.63930544593529,2.1986353297952994
failspy/Llama-3-8B-Instruct-abliterated,8.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,59.08888416069362,18.86459884908717,3.8519637462235647,3.467561521252797,10.514583333333334,19.35394503546099,51.4505119453925,73.96932881896036,56.16208773383521,47.90270881395933,71.42857142857143,41.47081122062168
failspy/Meta-Llama-3-8B-Instruct-abliterated-v3,8.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,72.44533393617823,27.3350514750733,9.59214501510574,1.9015659955257265,2.8401041666666664,29.484338061465724,61.60409556313993,78.35092611033659,66.67335466654922,52.44229409243473,74.5067087608524,70.05307050796058
failspy/Phi-3-medium-4k-instruct-abliterated-v3,13.96,🔶 fine-tuned on domain-specific datasets,Phi3ForCausalLM,63.19299458769399,46.73283933573803,15.93655589123867,8.948545861297541,18.51875,37.77703900709219,65.44368600682594,85.07269468233419,75.51881269903184,49.98050541222228,72.8492501973165,71.87263078089462
failspy/llama-3-70B-Instruct-abliterated,70.554,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,80.23389052159382,48.93981832466943,24.3202416918429,5.257270693512303,10.528385416666673,46.06050531914893,72.01365187713311,86.01872137024496,79.96507109283073,63.14647570682692,83.10970797158642,85.29188779378318
fblgit/UNA-SimpleSmaug-34b-v1beta,34.389,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,45.56255180698325,32.775788922324494,7.175226586102719,8.948545861297541,11.961979166666667,39.328457446808514,74.57337883959045,86.73571001792472,76.68248958972991,70.16557407771556,83.82004735595896,72.47915087187263
fblgit/UNA-TheBeagle-7b-v1,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,36.887236975669,30.173396964633465,7.7039274924471295,4.586129753914992,16.088020833333328,22.43831264775413,73.03754266211604,88.00039832702649,63.4785766077129,69.85165460742502,82.16258879242304,66.71721000758151
fblgit/UNA-ThePitbull-21.4B-v2,21.421,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,37.90387283518841,46.78807384004312,12.16012084592145,6.935123042505594,6.420833333333333,27.95138888888889,77.73037542662115,91.7944632543318,68.25147296719946,78.24203996391248,87.37174427782163,63.53297952994693
fblgit/juanako-7b-UNA,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,48.37276204914072,30.415072015961297,3.3987915407854987,6.152125279642054,17.162499999999994,19.67715721040189,68.1740614334471,85.3415654252141,62.46972340765405,65.13429563100557,78.84767166535123,44.806671721000754
fblgit/una-cybertron-7b-v2-bf16,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,47.37108649494452,14.966964848379982,4.078549848942599,6.375838926174497,14.482031250000004,16.02947695035461,68.25938566552901,85.84943238398725,63.23409747684522,64.63228261166421,80.97868981846882,55.04169825625473
flammenai/Mahou-1.2a-llama3-8B,8.03,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,50.925655039739,28.972587655292436,8.38368580060423,5.145413870246088,6.016666666666668,31.303560874704488,68.85665529010238,83.96733718382792,68.51508335198929,58.76102525546816,77.5848460931334,71.1144806671721
flammenai/Mahou-1.2a-mistral-7B,7.242,🔶 fine-tuned on domain-specific datasets,MistralForCausalLM,45.52010886669592,31.166750037107487,6.873111782477341,2.9082774049217,6.969791666666668,24.03590425531915,68.77133105802048,88.13981278629755,64.73448136406115,68.70829444197815,80.11049723756905,63.60879454131918
freewheelin/free-evo-qwen72b-v0.8-re,72.288,🔶 fine-tuned on domain-specific datasets,LlamaForCausalLM,53.30866545211151,45.31740264996691,18.051359516616312,14.205816554809845,20.962499999999995,43.00384160756501,79.86348122866895,91.33638717386977,77.9998386030675,74.84632161965185,87.7663772691397,75.89082638362396
google/gemma-1.1-7b-it,8.538,"💬 chat models (RLHF, DPO, IFT, ...)",GemmaForCausalLM,50.391073462856326,15.93420938501317,4.909365558912387,5.8165548098434,11.510937500000002,17.5993646572104,60.068259385665534,76.14021111332404,60.91642429212937,50.74425172130677,69.6921862667719,42.98711144806672
google/gemma-2b,2.506,🟢 pretrained,GemmaForCausalLM,20.375825033134305,8.246263426638125,3.0211480362537766,0.6711409395973182,7.555989583333336,4.061391843971631,48.4641638225256,71.64907388966341,41.67924928069864,33.12517623783405,66.77190213101815,17.36163760424564
google/gemma-2b-it,2.506,"💬 chat models (RLHF, DPO, IFT, ...)",GemmaForCausalLM,26.9029508371122,5.214303022163619,2.0392749244712998,3.803131991051453,3.0322916666666675,3.9228723404255295,43.9419795221843,62.69667396932882,37.64818682829159,45.82377104847176,60.93133385951065,5.458680818802123
google/gemma-7b,8.538,🟢 pretrained,GemmaForCausalLM,26.59321710838353,21.11609932329174,7.401812688821751,4.921700223713646,10.979947916666667,21.644134160756497,61.09215017064847,82.20474009161521,64.5598699571695,44.78696073933644,79.00552486187846,50.87187263078089
